,City,State,Total Generation Rank,Electric Generation Rank,Commercial Generation Rank,Capacity Growth Status,CAIDI w/ Major Events,CAIDI w/o Major Events,SAIFI Major Events,Utility Annual Energy Savings (MWh),Utility Peak Demand Savings (MW),Utility Annual Incentive Cost ($),Utility Commercial Avg Life (Yrs),Regional Electricity Demand,IXP_Count,Total MWh Rank,Purchased Rank,County,Gigabit_Fiber_Coverage,Business_Density,Suitability
499,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
500,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
501,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
502,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
503,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
504,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
505,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
506,Palo Alto,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,Moderate,Moderate,Santa Clara County,Unknown,Unknown,Low Suitability
507,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
508,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
509,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
510,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
511,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
512,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
513,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
514,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
515,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
516,Mountain View,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
517,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
518,Sacramento,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,High,High,Sacramento County,Limited,High,Low Suitability
519,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
520,Sunnyvale,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
521,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
522,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
523,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
524,Neuheim,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
525,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
526,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Moderate,Moderate,High,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
527,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
528,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
529,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
530,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
531,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
532,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
533,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
534,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
535,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
536,Palo Alto,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,Moderate,Moderate,Santa Clara County,Unknown,Unknown,Low Suitability
537,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
538,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
539,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
540,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
541,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
542,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
543,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
544,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
545,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
546,Mountain View,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
547,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
548,Sacramento,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,High,High,Sacramento County,Limited,High,Low Suitability
549,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
550,Sunnyvale,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
551,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
552,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
553,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
554,Neuheim,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
555,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
556,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,High,High,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
557,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
558,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
559,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
560,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
561,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
562,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
563,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
564,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
565,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
566,Palo Alto,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Moderate,Moderate,Santa Clara County,Unknown,Unknown,Low Suitability
567,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
568,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
569,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
570,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
571,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
572,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
573,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
574,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
575,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
576,Mountain View,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
577,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
578,Sacramento,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Sacramento County,Limited,High,Low Suitability
579,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
580,Sunnyvale,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
581,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
582,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
583,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
584,Neuheim,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
585,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
586,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
587,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
588,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
589,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
590,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
591,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
592,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
593,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
594,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
595,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
596,Palo Alto,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Moderate,Moderate,Santa Clara County,Unknown,Unknown,Low Suitability
597,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
598,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
599,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
600,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
601,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
602,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
603,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
604,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
605,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
606,Mountain View,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
607,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
608,Sacramento,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,Sacramento County,Limited,High,Low Suitability
609,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
610,Sunnyvale,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
611,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
612,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
613,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
614,Neuheim,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
615,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
616,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,Low,Low,Low,Moderate,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
617,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
618,San Francisco,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,High,High,San Francisco County,Moderate,High,Low Suitability
619,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
620,Fremont,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Alameda County,Unknown,Unknown,Low Suitability
621,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
622,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
623,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
624,Silicon Valley,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Unknown,Unknown,Unknown,Low Suitability
625,Los Angeles,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,High,High,Los Angeles County,Limited,High,Low Suitability
626,Palo Alto,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Moderate,Moderate,Santa Clara County,Unknown,Unknown,Low Suitability
627,San Jose,CA,High,High,High,Shrinking,248.1,140.0,Moderate,High,Moderate,High,Low,Low,27,Unknown,Unknown,Santa Clara County,Unknown,Unknown,Low Suitability
