,State,County,IXP_Count,Regional Electricity Demand,Utility Annual Energy Savings (MWh),SAIFI Major Events,CAIDI w/o Major Events,CAIDI w/ Major Events,Commercial Generation Rank,Total Generation Rank
1542,MO,Jackson County,8,Moderate,Low,Moderate,121.7,282.9,Moderate,Moderate
1543,MO,Clay County,8,Moderate,Low,Moderate,121.7,282.9,Moderate,Moderate
1544,MO,St. Louis City County,8,Moderate,Low,Moderate,121.7,282.9,Moderate,Moderate
1545,MO,Greene County,8,Moderate,Low,Moderate,121.7,282.9,Moderate,Moderate
1546,MO,St. Louis City County,8,Moderate,Low,Moderate,121.7,282.9,Moderate,Moderate
1547,MO,St. Louis County,8,Moderate,Low,Moderate,121.7,282.9,Moderate,Moderate
1548,MO,Jackson County,8,Moderate,High,Moderate,121.7,282.9,Moderate,Moderate
1549,MO,Clay County,8,Moderate,High,Moderate,121.7,282.9,Moderate,Moderate
1550,MO,Jackson County,8,Moderate,High,Moderate,121.7,282.9,Moderate,Moderate
1551,MO,Clay County,8,Moderate,High,Moderate,121.7,282.9,Moderate,Moderate
1552,MO,Unknown,8,Moderate,High,Moderate,121.7,282.9,Moderate,Moderate
1553,MO,Unknown,8,Moderate,High,Moderate,121.7,282.9,Moderate,Moderate
1554,MO,Jackson County,8,Moderate,High,Moderate,121.7,282.9,Moderate,Moderate
1555,MO,Clay County,8,Moderate,High,Moderate,121.7,282.9,Moderate,Moderate
1556,MO,St. Louis City County,8,Moderate,High,Moderate,121.7,282.9,Moderate,Moderate
1557,MO,Greene County,8,Moderate,High,Moderate,121.7,282.9,Moderate,Moderate
1558,MO,St. Louis City County,8,Moderate,High,Moderate,121.7,282.9,Moderate,Moderate
1559,MO,St. Louis County,8,Moderate,High,Moderate,121.7,282.9,Moderate,Moderate
1560,MO,Jackson County,8,Moderate,Low,Moderate,121.7,282.9,Moderate,Moderate
1561,MO,Clay County,8,Moderate,Low,Moderate,121.7,282.9,Moderate,Moderate
1562,MO,Jackson County,8,Moderate,Low,Moderate,121.7,282.9,Moderate,Moderate
1563,MO,Clay County,8,Moderate,Low,Moderate,121.7,282.9,Moderate,Moderate
1564,MO,Unknown,8,Moderate,Low,Moderate,121.7,282.9,Moderate,Moderate
1565,MO,Unknown,8,Moderate,Low,Moderate,121.7,282.9,Moderate,Moderate
1566,MO,Jackson County,8,Moderate,Low,Moderate,121.7,282.9,Moderate,Moderate
1567,MO,Clay County,8,Moderate,Low,Moderate,121.7,282.9,Moderate,Moderate
1568,MO,St. Louis City County,8,Moderate,Low,Moderate,121.7,282.9,Moderate,Moderate
1569,MO,Greene County,8,Moderate,Low,Moderate,121.7,282.9,Moderate,Moderate
1570,MO,St. Louis City County,8,Moderate,Low,Moderate,121.7,282.9,Moderate,Moderate
1571,MO,St. Louis County,8,Moderate,Low,Moderate,121.7,282.9,Moderate,Moderate
1572,MT,Yellowstone County,1,Unknown,Low,Moderate,111.0,111.1,Unknown,Unknown
1573,MT,Yellowstone County,1,Unknown,Moderate,Moderate,111.0,111.1,Unknown,Unknown
1574,NC,Mecklenburg County,4,Low,High,Moderate,120.5,167.4,Moderate,High
1575,NC,Mecklenburg County,4,Low,High,Moderate,120.5,167.4,Moderate,High
1576,NC,Wake County,4,Low,High,Moderate,120.5,167.4,Moderate,High
1577,NC,Mecklenburg County,4,Low,High,Moderate,120.5,167.4,Moderate,High
1578,NC,Mecklenburg County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1579,NC,Mecklenburg County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1580,NC,Wake County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1581,NC,Mecklenburg County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1582,NC,Mecklenburg County,4,Low,High,Moderate,120.5,167.4,Moderate,High
1583,NC,Mecklenburg County,4,Low,High,Moderate,120.5,167.4,Moderate,High
1584,NC,Wake County,4,Low,High,Moderate,120.5,167.4,Moderate,High
1585,NC,Mecklenburg County,4,Low,High,Moderate,120.5,167.4,Moderate,High
1586,NC,Mecklenburg County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1587,NC,Mecklenburg County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1588,NC,Wake County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1589,NC,Mecklenburg County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1590,NC,Mecklenburg County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1591,NC,Mecklenburg County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1592,NC,Wake County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1593,NC,Mecklenburg County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1594,NC,Mecklenburg County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1595,NC,Mecklenburg County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1596,NC,Wake County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1597,NC,Mecklenburg County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1598,NC,Mecklenburg County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1599,NC,Mecklenburg County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1600,NC,Wake County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1601,NC,Mecklenburg County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1602,NC,Mecklenburg County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1603,NC,Mecklenburg County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1604,NC,Wake County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1605,NC,Mecklenburg County,4,Low,Low,Moderate,120.5,167.4,Moderate,High
1606,ND,Cass County,1,Moderate,Low,Moderate,99.1,197.7,Low,Low
1607,NE,Douglas County,1,Moderate,Low,Low,118.3,130.1,Low,Low
1608,NE,Douglas County,1,Moderate,Low,Low,118.3,130.1,Low,Low
1609,NE,Douglas County,1,Moderate,Low,Low,118.3,130.1,Low,Low
1610,NE,Douglas County,1,Moderate,Low,Low,118.3,130.1,Low,Low
1611,NE,Douglas County,1,Moderate,Low,Low,118.3,130.1,Low,Low
1612,NE,Douglas County,1,Moderate,Low,Low,118.3,130.1,Low,Low
1613,NE,Douglas County,1,Moderate,Low,Low,118.3,130.1,Low,Low
1614,NE,Douglas County,1,Moderate,Low,Low,118.3,130.1,Low,Low
1615,NE,Douglas County,1,Moderate,Low,Low,118.3,130.1,Low,Low
1616,NE,Douglas County,1,Moderate,Low,Low,118.3,130.1,Low,Low
1617,NE,Douglas County,1,Moderate,Low,Low,118.3,130.1,Low,Low
1618,NE,Douglas County,1,Moderate,Low,Low,118.3,130.1,Low,Low
1619,NE,Douglas County,1,Moderate,Low,Low,118.3,130.1,Low,Low
1620,NE,Douglas County,1,Moderate,Low,Low,118.3,130.1,Low,Low
1621,NJ,Unknown,1,High,Moderate,Low,106.5,123.0,High,Moderate
1622,NJ,Unknown,1,High,High,Low,106.5,123.0,High,Moderate
1623,NJ,Unknown,1,High,High,Low,106.5,123.0,High,Moderate
1624,NJ,Unknown,1,High,Low,Low,106.5,123.0,High,Moderate
1625,NJ,Unknown,1,High,Moderate,Low,106.5,123.0,High,Moderate
1626,NM,Bernalillo County,1,Low,Low,Moderate,132.7,136.0,Moderate,Low
1627,NM,Bernalillo County,1,Low,Low,Moderate,132.7,136.0,Moderate,Low
1628,NM,Bernalillo County,1,Low,Moderate,Moderate,132.7,136.0,Moderate,Low
1629,NM,Bernalillo County,1,Low,Moderate,Moderate,132.7,136.0,Moderate,Low
1630,NV,Clark County,4,Low,High,Low,108.9,147.2,Moderate,Moderate
1631,NV,Clark County,4,Low,High,Low,108.9,147.2,Moderate,Moderate
1632,NV,Clark County,4,Low,High,Low,108.9,147.2,Moderate,Moderate
1633,NV,Unknown,4,Low,High,Low,108.9,147.2,Moderate,Moderate
1634,NV,Clark County,4,Low,Moderate,Low,108.9,147.2,Moderate,Moderate
1635,NV,Clark County,4,Low,Moderate,Low,108.9,147.2,Moderate,Moderate
1636,NV,Clark County,4,Low,Moderate,Low,108.9,147.2,Moderate,Moderate
1637,NV,Unknown,4,Low,Moderate,Low,108.9,147.2,Moderate,Moderate
1638,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1639,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1640,NY,Erie County,11,Low,High,Low,119.4,165.6,High,High
1641,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1642,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1643,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1644,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1645,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1646,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1647,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1648,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1649,NY,Albany County,11,Low,High,Low,119.4,165.6,High,High
1650,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1651,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1652,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1653,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1654,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1655,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1656,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1657,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1658,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1659,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1660,NY,Erie County,11,Low,Low,Low,119.4,165.6,High,High
1661,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1662,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1663,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1664,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1665,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1666,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1667,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1668,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1669,NY,Albany County,11,Low,Low,Low,119.4,165.6,High,High
1670,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1671,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1672,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1673,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1674,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1675,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1676,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1677,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1678,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1679,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1680,NY,Erie County,11,Low,High,Low,119.4,165.6,High,High
1681,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1682,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1683,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1684,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1685,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1686,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1687,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1688,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1689,NY,Albany County,11,Low,High,Low,119.4,165.6,High,High
1690,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1691,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1692,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1693,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1694,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1695,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1696,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1697,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1698,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1699,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1700,NY,Erie County,11,Low,Low,Low,119.4,165.6,High,High
1701,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1702,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1703,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1704,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1705,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1706,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1707,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1708,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1709,NY,Albany County,11,Low,Low,Low,119.4,165.6,High,High
1710,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1711,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1712,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1713,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1714,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1715,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1716,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1717,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1718,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1719,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1720,NY,Erie County,11,Low,High,Low,119.4,165.6,High,High
1721,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1722,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1723,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1724,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1725,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1726,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1727,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1728,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1729,NY,Albany County,11,Low,High,Low,119.4,165.6,High,High
1730,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1731,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1732,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1733,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1734,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1735,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1736,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1737,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1738,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1739,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1740,NY,Erie County,11,Low,High,Low,119.4,165.6,High,High
1741,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1742,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1743,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1744,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1745,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1746,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1747,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1748,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1749,NY,Albany County,11,Low,High,Low,119.4,165.6,High,High
1750,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1751,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1752,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1753,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1754,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1755,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1756,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1757,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1758,NY,New York County,11,Low,Moderate,Low,119.4,165.6,High,High
1759,NY,Kings County,11,Low,Moderate,Low,119.4,165.6,High,High
1760,NY,Erie County,11,Low,Moderate,Low,119.4,165.6,High,High
1761,NY,New York County,11,Low,Moderate,Low,119.4,165.6,High,High
1762,NY,Kings County,11,Low,Moderate,Low,119.4,165.6,High,High
1763,NY,New York County,11,Low,Moderate,Low,119.4,165.6,High,High
1764,NY,Kings County,11,Low,Moderate,Low,119.4,165.6,High,High
1765,NY,New York County,11,Low,Moderate,Low,119.4,165.6,High,High
1766,NY,Kings County,11,Low,Moderate,Low,119.4,165.6,High,High
1767,NY,New York County,11,Low,Moderate,Low,119.4,165.6,High,High
1768,NY,Kings County,11,Low,Moderate,Low,119.4,165.6,High,High
1769,NY,Albany County,11,Low,Moderate,Low,119.4,165.6,High,High
1770,NY,New York County,11,Low,Moderate,Low,119.4,165.6,High,High
1771,NY,Kings County,11,Low,Moderate,Low,119.4,165.6,High,High
1772,NY,New York County,11,Low,Moderate,Low,119.4,165.6,High,High
1773,NY,Kings County,11,Low,Moderate,Low,119.4,165.6,High,High
1774,NY,New York County,11,Low,Moderate,Low,119.4,165.6,High,High
1775,NY,Kings County,11,Low,Moderate,Low,119.4,165.6,High,High
1776,NY,New York County,11,Low,Moderate,Low,119.4,165.6,High,High
1777,NY,Kings County,11,Low,Moderate,Low,119.4,165.6,High,High
1778,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1779,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1780,NY,Erie County,11,Low,Low,Low,119.4,165.6,High,High
1781,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1782,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1783,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1784,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1785,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1786,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1787,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1788,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1789,NY,Albany County,11,Low,Low,Low,119.4,165.6,High,High
1790,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1791,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1792,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1793,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1794,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1795,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1796,NY,New York County,11,Low,Low,Low,119.4,165.6,High,High
1797,NY,Kings County,11,Low,Low,Low,119.4,165.6,High,High
1798,NY,New York County,11,Low,Moderate,Low,119.4,165.6,High,High
1799,NY,Kings County,11,Low,Moderate,Low,119.4,165.6,High,High
1800,NY,Erie County,11,Low,Moderate,Low,119.4,165.6,High,High
1801,NY,New York County,11,Low,Moderate,Low,119.4,165.6,High,High
1802,NY,Kings County,11,Low,Moderate,Low,119.4,165.6,High,High
1803,NY,New York County,11,Low,Moderate,Low,119.4,165.6,High,High
1804,NY,Kings County,11,Low,Moderate,Low,119.4,165.6,High,High
1805,NY,New York County,11,Low,Moderate,Low,119.4,165.6,High,High
1806,NY,Kings County,11,Low,Moderate,Low,119.4,165.6,High,High
1807,NY,New York County,11,Low,Moderate,Low,119.4,165.6,High,High
1808,NY,Kings County,11,Low,Moderate,Low,119.4,165.6,High,High
1809,NY,Albany County,11,Low,Moderate,Low,119.4,165.6,High,High
1810,NY,New York County,11,Low,Moderate,Low,119.4,165.6,High,High
1811,NY,Kings County,11,Low,Moderate,Low,119.4,165.6,High,High
1812,NY,New York County,11,Low,Moderate,Low,119.4,165.6,High,High
1813,NY,Kings County,11,Low,Moderate,Low,119.4,165.6,High,High
1814,NY,New York County,11,Low,Moderate,Low,119.4,165.6,High,High
1815,NY,Kings County,11,Low,Moderate,Low,119.4,165.6,High,High
1816,NY,New York County,11,Low,Moderate,Low,119.4,165.6,High,High
1817,NY,Kings County,11,Low,Moderate,Low,119.4,165.6,High,High
1818,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1819,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1820,NY,Erie County,11,Low,High,Low,119.4,165.6,High,High
1821,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1822,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1823,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1824,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1825,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1826,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1827,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1828,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1829,NY,Albany County,11,Low,High,Low,119.4,165.6,High,High
1830,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1831,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1832,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1833,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1834,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1835,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1836,NY,New York County,11,Low,High,Low,119.4,165.6,High,High
1837,NY,Kings County,11,Low,High,Low,119.4,165.6,High,High
1838,OH,Cuyahoga County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1839,OH,Washington County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1840,OH,Franklin County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1841,OH,Cuyahoga County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1842,OH,Summit County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1843,OH,Washington County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1844,OH,Franklin County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1845,OH,Cuyahoga County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1846,OH,Washington County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1847,OH,Franklin County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1848,OH,Cuyahoga County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1849,OH,Summit County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1850,OH,Washington County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1851,OH,Franklin County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1852,OH,Cuyahoga County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1853,OH,Washington County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1854,OH,Franklin County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1855,OH,Cuyahoga County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1856,OH,Summit County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1857,OH,Washington County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1858,OH,Franklin County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1859,OH,Cuyahoga County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1860,OH,Washington County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1861,OH,Franklin County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1862,OH,Cuyahoga County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1863,OH,Summit County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1864,OH,Washington County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1865,OH,Franklin County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1866,OH,Cuyahoga County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1867,OH,Washington County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1868,OH,Franklin County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1869,OH,Cuyahoga County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1870,OH,Summit County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1871,OH,Washington County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1872,OH,Franklin County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1873,OH,Cuyahoga County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1874,OH,Washington County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1875,OH,Franklin County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1876,OH,Cuyahoga County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1877,OH,Summit County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1878,OH,Washington County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1879,OH,Franklin County,5,High,Low,Moderate,138.4,292.5,Moderate,High
1880,OK,Oklahoma County,1,Moderate,High,Moderate,121.8,481.6,Low,High
1881,OK,Tulsa County,1,Moderate,High,Moderate,121.8,481.6,Low,High
1882,OK,Canadian County,1,Moderate,High,Moderate,121.8,481.6,Low,High
1883,OK,Caddo County,1,Moderate,High,Moderate,121.8,481.6,Low,High
1884,OK,Oklahoma County,1,Moderate,High,Moderate,121.8,481.6,Low,High
1885,OK,Tulsa County,1,Moderate,High,Moderate,121.8,481.6,Low,High
1886,OK,Canadian County,1,Moderate,High,Moderate,121.8,481.6,Low,High
1887,OK,Caddo County,1,Moderate,High,Moderate,121.8,481.6,Low,High
1888,OR,Multnomah County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1889,OR,Deschutes County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1890,OR,Multnomah County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1891,OR,Lane County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1892,OR,Unknown,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1893,OR,Unknown,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1894,OR,Lane County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1895,OR,Multnomah County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1896,OR,Deschutes County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1897,OR,Multnomah County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1898,OR,Lane County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1899,OR,Unknown,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1900,OR,Unknown,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1901,OR,Lane County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1902,OR,Multnomah County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1903,OR,Deschutes County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1904,OR,Multnomah County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1905,OR,Lane County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1906,OR,Unknown,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1907,OR,Unknown,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1908,OR,Lane County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1909,OR,Multnomah County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1910,OR,Deschutes County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1911,OR,Multnomah County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1912,OR,Lane County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1913,OR,Unknown,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1914,OR,Unknown,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1915,OR,Lane County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
1916,OR,Multnomah County,7,Moderate,Low,Low,143.7,153.8,Low,Moderate
