,City,State,Total Generation Rank,Electric Generation Rank,Commercial Generation Rank,Capacity Growth Status,CAIDI w/ Major Events,CAIDI w/o Major Events,SAIFI Major Events,Utility Annual Energy Savings (MWh),Utility Peak Demand Savings (MW),Utility Annual Incentive Cost ($),Utility Commercial Avg Life (Yrs),Regional Electricity Demand,IXP_Count,Total MWh Rank,Purchased Rank,County,Gigabit_Fiber_Coverage,Business_Density
2213,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2214,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2215,Amarillo,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Potter County,Unknown,Unknown
2216,Amarillo,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Randall County,Unknown,Unknown
2217,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown
2218,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown
2219,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown
2220,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2221,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2222,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2223,El Paso,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,El Paso County,Moderate,High
2224,El Paso,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Hudspeth County,Moderate,High
2225,McAllen,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Unknown,Unknown,Unknown
2226,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2227,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2228,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2229,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2230,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2231,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2232,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown
2233,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown
2234,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown
2235,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Bexar County,Unknown,Unknown
2236,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Harris County,Unknown,Unknown
2237,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown
2238,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown
2239,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown
2240,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Bexar County,Unknown,Unknown
2241,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Harris County,Unknown,Unknown
2242,Austin,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Travis County,Unknown,Unknown
2243,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2244,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2245,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2246,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2247,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2248,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2249,Austin,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,High,High,Travis County,Unknown,Unknown
2250,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2251,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2252,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2253,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2254,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2255,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2256,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown
2257,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown
2258,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown
2259,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2260,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2261,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2262,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2263,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2264,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2265,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2266,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2267,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2268,Amarillo,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,High,High,Potter County,Unknown,Unknown
2269,Amarillo,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,High,High,Randall County,Unknown,Unknown
2270,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown
2271,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown
2272,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown
2273,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2274,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2275,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2276,El Paso,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,High,High,El Paso County,Moderate,High
2277,El Paso,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,High,High,Hudspeth County,Moderate,High
2278,McAllen,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Unknown,Unknown,Unknown
2279,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2280,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2281,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2282,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2283,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2284,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2285,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown
2286,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown
2287,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown
2288,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,High,High,Bexar County,Unknown,Unknown
2289,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,High,High,Harris County,Unknown,Unknown
2290,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown
2291,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown
2292,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown
2293,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,High,High,Bexar County,Unknown,Unknown
2294,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,High,High,Harris County,Unknown,Unknown
2295,Austin,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,High,High,Travis County,Unknown,Unknown
2296,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2297,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2298,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Low,Low,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2299,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2300,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2301,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2302,Austin,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Travis County,Unknown,Unknown
2303,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2304,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2305,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2306,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2307,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2308,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2309,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown
2310,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown
2311,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown
2312,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2313,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2314,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2315,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2316,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2317,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2318,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2319,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2320,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2321,Amarillo,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Potter County,Unknown,Unknown
2322,Amarillo,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Randall County,Unknown,Unknown
2323,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown
2324,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown
2325,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown
2326,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2327,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2328,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2329,El Paso,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,El Paso County,Moderate,High
2330,El Paso,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Hudspeth County,Moderate,High
2331,McAllen,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Unknown,Unknown,Unknown
2332,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2333,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2334,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2335,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2336,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2337,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2338,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown
2339,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown
2340,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown
2341,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Bexar County,Unknown,Unknown
2342,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Harris County,Unknown,Unknown
2343,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown
2344,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown
2345,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown
2346,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Bexar County,Unknown,Unknown
2347,San Antonio,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Harris County,Unknown,Unknown
2348,Austin,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,High,High,Travis County,Unknown,Unknown
2349,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2350,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2351,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,Low,Low,Moderate,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2352,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2353,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2354,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2355,Austin,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,High,High,Travis County,Unknown,Unknown
2356,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2357,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2358,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2359,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2360,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2361,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2362,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown
2363,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown
2364,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown
2365,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2366,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2367,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2368,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2369,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2370,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2371,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2372,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2373,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2374,Amarillo,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,High,High,Potter County,Unknown,Unknown
2375,Amarillo,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,High,High,Randall County,Unknown,Unknown
2376,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Harris County,Unknown,Unknown
2377,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Tulsa County,Unknown,Unknown
2378,Houston,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Santa Rosa County,Unknown,Unknown
2379,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2380,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
2381,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Montgomery County,Good,High
2382,El Paso,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,High,High,El Paso County,Moderate,High
2383,El Paso,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,High,High,Hudspeth County,Moderate,High
2384,McAllen,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Unknown,Unknown,Unknown
2385,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Dallas County,Good,High
2386,Dallas,TX,High,High,High,Shrinking,281.5,106.1,Moderate,High,High,High,Moderate,Moderate,18,Unknown,Unknown,Eddy County,Good,High
